Insult,Date,Comment
0,20120528195056Z,"""cheney,rush,nugent.the list is endless."""
0,,"""good man! if you are going to do something wrong do it right! people say that swearing suggests a limited vocabulary, i swear like a sailor on leave and i speak 9 languages with some degree of fluency, at least it is not a national scandal over someone saying 'bugger' or something pre-watershed. a good hefty expletive now and again on tv brightens it up"""
1,,"""shut the fuck up you ignorant troll"""
0,20120502130857Z,"""cadge me a fin. will pay you back."""
0,20120612053514Z,"""noone forced you to stay there when the burnouts were happening"""
1,,"""bitch stfu you fucking clown """
0,20120610150736Z,"""saddam was installed by the us. he was even encouraged to attack iran, which lead to the 9 year long iran-iraq war which caused over 1.5 million deaths you lying sack of.! and regardless of how much better the shah was than today is regime it doesn't change the fact that he was a f'in dictator installed by the us and he was kept in charge by cia trained secret service!! if it wasn't for us meddling iran wouldn't even have an islamic regime today. like most other asinine things the us has ever done, their dictatorial plans backfired and caused the entire population of iran to become hostile towards the us. and no one is regretting mubarak is leave, only islamophobes like you do. as for the taliban, the us government knew damn well how savage they were!!"""
0,20120529005211Z,"""ky, come on man, the leading returning senior wr has 16 catches."""
0,20120530031241Z,"""""isane""? republicans want to cut funding for education. you must like that idea."""
1,20120618193318Z,"""fuckoffashreduxagain.you know full well obama is abusing his power. prosecutorial discretion is based on an exception one on one basis as they come up. to hand out blanket amnesty to pander to the hispanic vote and then try to hide behind this executive power is abuse and you know it!!"""
1,20120527195046Z,"""""you are racist."" jamele hill"""
0,20120610110104Z,"""it is an immutable fact of life that when politicians and their ""civil"" servants, have never even run a lemonade stand, they ""like"" something that: 1. the alleged benefits are grossly inflated 2. alleged costs are grossly deflated because it is great to spend other peoples money which is confiscated by an act of parliament."""
1,20120609174603Z,"""coming on here to hate? get a fucking life this is straight fire you dont like it you are a pussy"""
0,,"""one has to remember that all the people were adults. most of these ""poor"" stars that are at risk are adults. i do not feel sorry for any of them that have all that money and wish to blow it on drugs while many of the rest of us are trying to make ends meet. you can say they were adicted but i am sure in most cases noone held a gun to their heads while they held a crack pipe to their lips. we as a nation spend too much time worrying about these spoiled individuals. just sayin"""
0,20120610095452Z,"""problem is we are loosing our choices due to beurocracy. islamisten do not have a bureaucracy they just act and organize later boy we are killing ourselves and we dont knowit"""
1,20120502053501Z,"""its kind of frightening knowing dbags like you exist."""
0,20120528232954Z,"""no bc, no greencard. no soup for you!"""
1,20120320180032Z,"""fuck you all to hell"""
0,,"""credit 2 the photographer ,4 using a wide angle lens 2 get his ears on the photo."""
0,20120502205247Z,"""please reply about israel is nuclear weapons. do you deny that they exist"""
0,20120620040054Z,"""me acord de :"
0,20120619002502Z,"""if the directer cast ranbir kapoor for bloody veer - then they should change the name - from bloody veer to bloody fucker becos ranbir is a bloody fucker - yes ranbir kapoor take virgin blood of a virgin girl - like a vampire but - he always take a virgin girls blood - not from her neck but take it by fucking her virgin hole(vagina) .ranbir ( dhela charecter ) kapoor simply enjoy - fucking virgin hole and enjoy to watch the virgin blood which came out from that virgin hole.poor girls.so i think -bloody fucker is the perfect name for this film.if they cast this bloody khandani fucker(ranbir kapoor).all the best for the film."""
0,20120528145249Z,"""most bankruptcies take months or years to resolve. gm is took a few days."""
0,20120609182356Z,"""i do not get. this me in the video and i do not understand what me sucking my thumb has to do with daddy issues. i think just a bad habit. that i enjoy doing. a lot ppl have them probably most of you commenting on this video. so fuck all you hoes lol."""
1,20120618215730Z,"""you need to shut you are pie hole and go away. you suck."""
0,,"""i think liam you should watch pat condell and maybe learn abit more about this faith."""
1,20120320185349Z,"""god, get rid of the shit tattoos and piercings, another decent girl ruined ! and she is not even from la and got it tatted lol what a fucking loser !"""
0,20120529113600Z,"""interesting story on the canadian prime minister is reaction to a nude painting done of him"
0,20120619004122Z,"""i have never seen mike so genuinely messed up before. here, I will bring closure: the core problem is that prometheus does not bring any new or interesting ideas. however, it promises from the start that it 'will', but it obviously fucking doesn't. and that is where you are current state of confusion stems from. psychologically, you haven't left the theater yet, and are waiting for it to ""finish"". but you have (and will) in a few days come to grips with the fact that the movie is over, and that it was an empty, hollow piece of crap. and i just mentioned the core problem. i did not even touch the nonsensical plot, the nonsensical characters, and so on."""
1,20120610172557Z,"""hey idiot, you are caps lock is on"""
0,20120502075242Z,"""-PRON- i make no sense?! are you kiddin me?! stick it to u are opinion, ok, respect that, but it make any sense that u are answer every damn post here.u cant change my opinion koz i just need it as every 32.0 as well so, you got the point.u are mission here is to shit on other people and not accepting their opinion, wish etc. calm the fuck down.!"""
0,,"""roman caught my attention last year at the ims, the shame is his bikes get mixed in with a bunch of busa is with extended swing arms and airbrush jobs. his level of fab work, fit and finish can compete with any other full customs ive seen and deserves the respect of any other bike builders he just choses a differnt canvas """
1,20120620045050Z,"""welcome to the crowd fellow idiot."""
0,,"""-PRON- love it! dirty harry and the chicago thug against the pasty fat boy! ""this .357 could blow you are head clean off."""
0,,""" its a good thing the republicans are licking obama is feet."""
1,20120620175856Z,"""atm55.you are words are those truly of an ignorant person"""
0,20120529013619Z,"""i just laugh at some of you trolls saying weaver faked it. it just shows how little you know about baseball or sports in general. i bet you have never even picked up a baseball in you are life"""
0,20120619200244Z,"""at the beginning of the season if you send him down, no one will pick him up. no one violates that rule."""
0,,"""-PRON--PRON- i dunno- i heard he was a real bitch as an editor."""
0,20120529202821Z,"""""if that same person were a republican fundraiser, you and the media would be over it like flies to a pile of horse poop."" a republican fundraiser doesn't know how to have sex, much less do a striptease."""
0,,"""oh at least the military work for their money how about all those on public assistance who will not work, do not work who just suck america dry collecting their welfare checks. why cannot we cut them?"""
0,20120620033651Z,"""my balls fucking itch."""
1,20120620155812Z,"""the name jacker is such an idiot"""
0,20120527181448Z,"""they got it before carter turned iran over to the radical mudslimes."""
0,20120611183252Z,"""stfu, cause you are not talking to roger and roger definetely did not make those comments. those comments were made by some random idiot who made up a fake twitter account or some random idiot who hacked into roger is twitter account. do you really think a man of roger is position will make those hatefull coments ?"""
0,,"""so they refuse to retract a letter- based on a lie- from the guy they hate- for lying to the american people? that is disturbing, dishonest, sleazy behavior on the part of judson phillips and is one reason i do not personally call myself a tea party member. if they keep this up, they will be a bigger joke to the left then ever and sadly a smear on conservatives values."""
0,20120529052153Z,"""1) 2) 3) 4) 5) 6) stop with the stupid numerical stats, just admit it you wanna pork wade!"""
0,20120529233743Z,"""and the heat shot 5-25 on 3 is and still won by 14. so let is not act like the heat played at their best either.."""
0,,"""the tombstone. the hearse. the stake pies . are ordered.oh well it was good while you lasted. lmfao. ha"""
0,20120611213002Z,"""those on the inside made more money while most investors took it in the shorts. ever feel like someone is pulling the strings?"""
0,20120619222536Z,"""i will give her more credit than i will any other right whinger. she stands by her stupid, racist, moronic, ignorant, hateful, idiotic, bilious, cretinous comments and doesn't try to blame someone else. hey espinosa, hope you do not fall down a well."""
0,20120530020128Z,"""it is pretty meaningful when it is the highest ranking government official, but there is no shortage of additional examples. a normal high school with an approximately 50% white and 50% black student body as an example. look in the lunch room. will see whites and blacks sitting with their own much more often than not. serious conflicts will be divided along racial lines. preferences are also reflected in where people choose to live. is an affluent black community in my region because affluent blacks often choose to live among other affluent blacks. should not be blamed for it. is natural for people to want to associate with people who are like themselves. is desire to associate with their own kind is not just a national trend. is a characteristic of human nature which has existed for many thousands of years all over the earth."""
1,,"""more like he turn yo ass into a carnival ride, you already look like you take dick in the ass in that homo ass picture of yours."""
1,20120528233229Z,"""anybody and i mean any motherfucker who confuses bill pullman with bill paxton is a fucking imbecile beneath contempt"""
0,20120529163813Z,"""have any one ever seen dude in a fuck flick? wonder if he fucks around or not. i see him in are jerk off flicks."""
0,,"""-PRON- -PRON- number fifteen, lol"""
0,20120529051203Z,"""shisui was born after tobi gave nagato the rinnegan.so thats a hopeless case."""
1,20120320142848Z,"""you are sickening and pathetic !"""
0,20120619221616Z,"""-PRON--PRON- needs to give me a fucking like i never got into them. i'm waiting for lollipop chainsaw to drop in price that game looks so bad it has to be great"""
0,,"""-PRON- you will regret it if you dont lol"""
0,,"""-PRON- but he is so ugly!"""
0,,"""don't really care if she is a billionaire is daughter (so is lady gaga btw- for those of you who think she identifies w/ you are struggle!), the snl performance was definitely off - she looked nervous, terrified in fact, and i do not blame her! the kind of audience that snl has, i would be peeing in my panties on that stage! even marilyn manson admits to puking from nerves befor live shows when he was fresh on the scene. bottom line is this: i heard the song, i liked it, i downloaded the rest of them and i love her style. fake lips and all, i think it works for her and like my boss said ""she made it to you are playlist, so."""""
1,20120619001840Z,"""apparently you are too stupid to even watch a video and get it right. for you are desperately needed information, reagan was interrupted seconds into his statement. the statement was clearly not over for another 20 seconds. you have irrefutably proven that you cannot get facts straight even when you have a video in front of you are retarded face. thanks for proving me right."""
0,20120611215825Z,"""that and 3.50 will get you a cup of coffee at starbucks"""
0,20120530140519Z,"""go rox!.make it 3 in a row tonight!"""
0,20120515161425Z,"""then you are a thief justice apologist pabaon general !"""
1,20120610013823Z,"""you are are an idiot"""
0,20120528100240Z,"""compared with the usa, zimbabwe looks clean."""
0,20120620133935Z,"""oo shit nice :d"""
0,20120529200730Z,"""they will probably get the signatures (stupid churches). would be awesome if the lose. that more than anything will show things have changed."""
1,20120502194207Z,"""hows you are mom is basement doing?"""
0,20120620164208Z,"""-PRON- shred them into tiny pieces, and then glue them all over you are body."""
0,,"""stick to santorum. you are obsession with his wife makes you look like an ass. there is plenty to pick on with him. he is as big a freak as you are"""
0,20120528181128Z,"""you know you are struggling when descalso hits a homer off of ya.yikes!"""
0,20120620172835Z,"""amen. now that problem is solved."""
0,20120515221827Z,"""please let us know who is logged on and where you are viewing from."""
1,20120612063137Z,"""and you arent as much of a loser as them? i say you are just about worse"""
1,20120530123011Z,"""damn it nicole, fuck it up for us, just once. please?"""
0,20120529011640Z,"""when you are storming the field after pulling out a win against usu ( at home) you know you are program is in trouble."""
0,20120515170022Z,"""where are you going with this?"""
0,20120609164515Z,"""http://yo.assbag.go-fuck.yourself-bitch.on-facebook.you-stincky-hoe.now.click-motherfucker.com"""
0,20120530023930Z,"""here is you are boy sander"""
0,20120618215557Z,"""hey, that is an insult to my religious beliefs. make fun of santa and jesus all you like, but hl3 is prophesied in the sacred valve scrolls."""
0,20120530063915Z,"""bbu,a friend and i have been playing with produce farming for about three years, evry since the economy got soft. i grow cabbage and collards in the fall, beans and tomatoes, bell peppers in the spring. been thinking about lettuce lately."""
1,20120515202649Z,"""smacked by who? you coonass boys sure are corny."""
0,20120619002815Z,"""-PRON--PRON--PRON-! damn."""
1,20120320110156Z,"""oh bore off you stupid twat !"""
1,20120620164342Z,"""not sure if you are joking or just dumb/have no knowledge in comics."""
0,20120619224703Z,"""etan you are amazing you are wife is very lucy"""
1,20120620033415Z,"""uh guest, using ""uh"" doesn't make you sound intelligent or superior. it makes you sound like the moron you always prove yourself to be. in you are case you should spell it ""duh."""""
0,20120619040445Z,"""franklin street -PRON-"""
0,,"""guess how they got the money to buy such ""lavish"" tributes."""
0,20120527174139Z,"""have worked in kitchens when body piercings are banned of the potential danger of piercings falling off into food and the possibility of setting off heat sensors. is food safety a victorian policy"""
1,20120320202041Z,"""no she is not a toad but you are a libturd!"""
0,20120612134742Z,"""aw, but it says ""centre"" right on the outside in big red letters! of course it is only called that because rogers owns the team, the stadium, and the tv empire that broadcasts the games. normal people still call it skydome."""
0,,"""-PRON- ones -PRON- man game do not get me wrong, i like the reggie jackson, but just think if we had maynor manning the second unit? our starters get a lead, then the the second unit makes it grow. i think that will start to happen later in the year, but jackson is getting his feet wet. anyone else but me think jackson plays a lot like rw did his rookie year? out of control, super athletic and is able to use that athleticism to make up for being out of position sometimes."""
0,20120610054801Z,"""i will take you are word on it."""
1,,"""captain, you need to quit standing on you are head, you are have a cranial recital inversion problem, you have inserted you are cranium so far you you are recital cavity you are seeing everything upside down. """
0,20120529021135Z,"""you tell 'em max!"""
0,,"""they fucking killed it! go hyo go hyo!"""
1,20120620143809Z,"""yes my filthy little lefty troll.both you and barry have just proven my point!"""
0,20120529044409Z,"""why are you here?"""
1,20120529204507Z,"""none of that has to do with class listen to serena--classless--horrible human being nadal does give his opponent credit--unlike serena."""
0,,"""-PRON- sorry bout misspelling you are name too btw! gina gina gina!! ok, got it :)"""
0,20120611204000Z,"""kwaartz - do yourself a favor. go to africa and look at the cultural achievements there before the white man came: no wheel, no reading or writing, no bridges, no buildings other than mud huts that look like bird nests. then tell me if you are proud of you are african culture. far better to be proud of us culture methinks."""
1,20120620020830Z,"""please do not you are an idiot"""
0,,"""what are you going to do, watch you are party keep minority people ignorant? compassionate liberal, my.ass!"""
1,20120610152113Z,"""fuck all heat haters.yall can suck my dick , i got nothing against okc but fuck em to !! we winning this year wade county king james bitch , 305"""
0,,"""jackson and westbrook together worked well i thought, funny cause maynor and westbrook never worked all that well in the few minutes weve seen it"""
0,20120514051302Z,"""they will not unless people like you stop coming on here to whinge."""
1,20120619203911Z,"""oh, you got you are information from the fox news network or from some idiotic right-wing tea bagger blogger! they always distort the truth. get a life and stop blaming the president b/c you are a loser in life."""
0,20120620011857Z,"""i love top to death, but i get how blue hair is only right. jokwon looks good with it too. :) but, top will the only one in my the blue cotton candy ice-cream. :d"""
0,20120529142125Z,"""and.you know.being on probation."""
1,20120320170039Z,"""die you bloated sack of cow shit"""
0,20120530004008Z,"""""a man threw his intestines at police."" ""and rectum?""""no, they survived, but he wasn't doing so good."" okay, I will stop now."""
1,20120612013756Z,"""dan_amd you have realy no clue on every single idiotic comment of all you are posts. we all do not enjoy you are stupid pro amd b:u:l:l:s:h:i:t ignorance. please crawl back then in the fat ass of you are gay loving buddy charlie demerjian semiinaccurate and try to find the light inside - you stupid fag! we realy do not need and want you are post here anymore!"""
0,,"""city were so lucky defoe should have got the winner balotelli should have been off !!"""
1,20120618212610Z,"""you are a born am o are o n."""
1,20120619142242Z,"""then do not watch it loser."""
0,20120528222747Z,"""escobar is not an all-star. not even close. asdrubal is 10 times better. to think escobar is better is stupid. he is a decent ss at best. 1 homer and 13 rbi and a terrible strikeout to walk ratio. bruseki is an idiot."""
0,20120529020515Z,"""pujols is gonna bomb this one to center. book it!"""
0,20120610155659Z,"""im-fuckin'-possible! i thought i knew jayjay mohr but i do not know shit!"""
1,20120515062633Z,"""that is because you are all morons."""
0,,"""as always you said it succinctly. it is santorum is continued integrity that makes him worthy of a conservative vote. should he lose because he did not compromise his values, it says more about our country and christianity in the west than it does rick. let is pray america is not so far gone that today is voter puts more stock in the willingness to ""do whatever it takes"" than the willingness do what is right regardless the cost."""
0,20120619020437Z,"""i assume that you are trolling? i cannot see any other reason for you are post."""
0,,"""-PRON- i think hallucinations could make for a very interesting feb of writing for you!"""
0,20120529211426Z,"""well nothing is torn so i do not get how much more injured someone can be. i think the rangers are just being really cautious with feliz"""
1,20120610173833Z,"""gr i hate that motherfuck her dad need to be burned at stake"""
1,20120619231438Z,"""gee whiz ryan is you are dick that small? maybe you should invest in some of that dick extender instead of a new computer. you are nothing but a keyboard warrior."""
0,20120529202728Z,"""i do not understand? dodger stadiium has been a problem for quite some time now.i live in cali and know all the problems that surround dodger stadium! too many gang bangers and not enough fans!"""
1,,"""hey dick lick you do not know me i go to all the ufc fights i know what goes down most of the fighters hate fighting for the ufc because their under paid so you think i do not nothing you mexican princes screw you and the dick you ride on """
0,20120515094039Z,"""maybe you need a better trained guy"""
1,20120619164631Z,"""yeah, and you are a fuckingterrorist supporting skumbag. fuckingloser!"""
1,20120619215046Z,"""and you are the one who daily licks it out."""
0,20120619202108Z,"""yet you know mama manzo is, even though mrs juicy had a co-writer the fact is, she still has three books out she was still on celebrity apprentice, she is all over these tabloids, she is popping up all over, what does mama manzo have, black water and three kids laying around eating all day and their gay man servant and family that wants her shipped off to lower slobovia"""
1,20120619210519Z,"""go suck gay boy brocks filthy-cock."""
0,20120612124131Z,"""why the hell would you need extra storage? thats the same like asking, ""why the hell would you want free apps?"" facepalm. you apple fanboys have no brains in you are iheads."""
0,20120609190924Z,"""it is one of the few things the federal government is constitutionally supposed to pay for."""
0,20120528134448Z,"""you are so funny"""
1,20120515215752Z,"""thats is complete bullshit because black people arent the only people that can have soul you sound ignorant as whites struggle to i am black i have many of white friends thjat had it rough growing up so if you really belive that white cant relate c'mon now"""
1,20120619134341Z,"""you are an uniformed idiot, lazy/maxketter. many csrs people (me included) have paid in the full 40 ""quarters"", yet only will receive a very small percentage of full ss. i paid in my 40, and then continued to pay every single month for the next years through military reserves payrolls, yet i will receive zero credit for any of that 28 years because it did not quite reach the threshold of ""substantial"" contributions. so that was money down the drain. more accurately, some of it is going to you, while you spend you are life whining about dedicated federal employees who get much less from the government trough than you do."""
1,20120529163654Z,"""im talking present you moron lol."""
0,20120612012529Z,"""these are indoors. glossy sucks everywhere."""
0,20120610125319Z,"""if you think obama has any chance at winning you are as delusional as you were thinking scott walker was going to lose."""
0,,"""would someone please send this guy a blow up doll of obama with a 55 gallon drum of ky and be done with it . . . doing fine - president obama to northern virginia community college students. february 13, 2012 dear president obama, i happy to hear that the obama family are doing well economically. thats good. that how america is supposed to work. you worked hard. you sat in the church listened to every one of reverend writes sermons that attacked the nation that you are now the president of. rose through the ranks of chicago politics and still smell like a fresh bar of irish spring. that impressive. the wife got a nice cushy job. you got elected after you politically knocked off you are opponent, he should be happy he still breathing, then you made it all the way. i leaving out the sweet heart mortgage and the the whole roland burris/blagoiavich thing because it all a little sordid, and i not in the mood. it is valentines day:) is this the new american dream? must be. but i don see how most americans can access it? where should one go to school to learn how to be a self hating rich person that pleas with the populace to raise their taxes only to avoid the appearance of wealth to forestal the masses from knocking down you are door. i like to think if i had money i would give a lot of it away to good people, and good causes. i like to think that i would not be the person that would use that wealth unwisely and selfishly like you and mr. buffet do. you people selfishly convince others to use their money to obtain you are political goals all the while claiming that you are motives are pure. really? how pure can ones motive be when they advocate for abortion and delving into the private relationship between man and god? what ever happened to the separation of church and state? oh i forgot. religion can be in the public square, unless you are muslim, but government can infiltrate our churches and synagogues. you are motives are not pure at all. recently the feds have even gone after fresh milk production. even cows aren safe from rich people like you and mr. buffet and mr. soros. what do you rich people have against milk? are you afraid we riot if we run out of it? i wonder forty years from now we will not have to wonder why there isn enough milk. all we will need to do is look in the smithsonian. there will be two heifers, stuffed, the plaque will read, cows were too productive! nien! this must not happen! will we one day have a museum with stuffed rich people too? we tried that it only leads to a nightmare. money is like manure it is no good unless it is spread. when it is spread it tends to grow thing like grass for cows to eat, so they can make something called milk. capital also creates businesses that hire employees that pay taxes and use their money to do things like take vacations and go on hunting trips with their friends. regardless, if we can even speak up for the cows, who can we speak up for? :) respectfully, joe doakes"""
0,,"""well, it will be hard for iran to claim israel is responsible for one of these attacks. the purpetrator blow himself up and was cooperative enough to bring his passport to prove he is iranian. these countries, especially india should rethink their relationship with iran and cooperate with the sanctions. buying oil from a state that sponsors terrorism will only lead to more problems for all. it does prove to anyone objective person or nation who had any doubts previously that the iranian regime is engaged in lies and deception, both in their involvement in terrorism and concerning their nuclear program."""
0,20120611182952Z,"""unless it was the world wars war is now and always has been fought my the poor and disenfranchised it is simply the way society wroks"""
0,20120612004409Z,"""i just want to know why billboard did not post my comment. seriously? and all of these negative comments are on this blog. screw you!"""
0,20120612132842Z,"""you aren't zobiana is healing temple for one thing because i am.so i guess we know who the friggin' liar is here asswipe. is lucky to be far away from that nasty perry family and considering that dp is an abusive pos and thief as well it is probable that the whole famiy is a creepy mess. i am starting to hear banjos playing just thinking about those nasty perry people."""
0,20120620155723Z,"""so beautiful, you and you are little gal crocheting together. her work is perfect, and i know you are just shining, inside and out. :)"""
0,20120528153418Z,"""have fun roger, takes a little the heat off the saint is crap"""
0,20120610135435Z,"""it is not that serious! it is just a swimsuit pic it is not like you are posing for porn ppl! ugh y'all kills me"""
1,,"""apparently so are you, idiot."""
0,20120502112148Z,"""truer words have seldom been spoken. you are the voice of reason."""
0,20120610142245Z,"""so ladd you are not at working writing on this blog, from a government owned computer, on taxpayers time or using a taxpayer paid internet service?"""
0,20120528134646Z,"""you are different, in a good way!"""
1,20120515232428Z,"""you are a mean spirited azzhole. posters have asked you to stop this! no wonder everyone on this blog hates you!"""
0,20120609232539Z,"""the collapse is now very near, i think! hey eu people (and us people, by the way), let is just face it once and for all: we are bankrupt! this is jut too much debt. everybody is drowning in a sea of.debt. derivatives exceed, by far, the world gdp. sorry.but it seems to me: game (soon) over!"""
0,20120515125924Z,"""aren't you?"""
0,20120609221248Z,"""what woud he do.shoot him? proud example indeed."""
1,20120320184732Z,"""if i could find you..the correct term for you are filty-h0m0 life would become.extinct."""
0,,"""those who feel that this is a great joke have obviously never been the victims of rape, nor have they had mothers, sisters or daughters that are victims. i doubt if they had that they would find anything remotely funny about it. """
0,20120529044541Z,"""wow paul, fishin is cool, bass and flounder are two of my favorites i also like specs and perch! my day was full and fun later in the day. this mornin went to a early bible class memorial, and then to the cemetary visited dad with some flowers and then we stopped at the san jacinto monument and took the grandbabies on a tour through the refurbished battleship texas. they all wanted these dogtags and shell casings on a chain, go figure.and then came home and sparked up the weber. whew. made some fresh green beans made the girls snap all those and some potato salad and some fruit. smoked brisket, and chicken, and of course some ribs. first thing on the news today was great. it is official, they say texas is likely to have enough delegates to secure the nomination for romney. yaho!"""
0,20120610020534Z,"""maybe they will change it tomorrow. i thought they might do it tonight but i guess not."""
0,,"""you are wife is a loon,mick will not give her the attention she wants so she kicks off a bit like a a child who doesnt get their own way she likes to be the centre of attraction grow up"""
0,,"""my mother-in-law is on the loose again. she loves wallabies!"""
0,20120530022806Z,"""again: i wouldn't count on it. anyone who continues to support the current empty suit is either totally deluded or a_traitor."""
0,20120612012811Z,"""a nickelback riot is when their two fans get into an argument."""
0,,"""i have a friend who lives in thailand. this bomber was trying to blow up a school full of innocent children! he got his legs blown off as a result of his (thankfully) failed attempt."""
1,20120320132142Z,"""you are retarded"""
0,20120528181219Z,"""must be nice having umps on you are team."""
0,,"""i love news such as this because it scares off all of the trolls. even they will not try to defend something so blatantly wrong. then again, logic doesn't apply for them so there will probably be one on here soon. who do they think has an extra $20,0 sitting around to donate to them? we aren't all soros. why do not they suck his resources dry before they go after my pittance?"""
1,20120528004538Z,"""-PRON-:disqus cnn faggots."""
0,20120610145630Z,"""fuck otr"""
0,20120528234444Z,"""let is see you are girl is set."""
0,,"""panetta is kissing obamas ass,he will do what ever this loser president tells him to do,obama is trying to destroy america,cutting back on defence is a good way to have our enemys attack us,he wants to save some money so he can spend it on radical programs he has dreamed up ,like forcing catholics to go against their faith,and now he says it is over,no more debate,like he is the king of america and want he says is law,he thinks all americans are stupid,he is the only one who knows how to help us,but there is an election coming up and it looks bad for b.o.if the voters do not get this joker out of office we are doomed as a nation."""
0,20120527164622Z,"""egypt will either have an islamist or a high up from the last dictatorship as president, either way democracy will not last long"""
0,20120619194129Z,"""-PRON- needs to give me a fucking like mean polenta?"""
0,20120620002041Z,"""then it is a duck, not a fascist. good thing liberals do not hunt, or the country would be run by donald duck while conservatives would be served up with gravy and potatoes. assuming, of course, that these hyper-urbanized fops did not pull an elmer and wind up shooting their own beaks off."""
1,20120612042441Z,"""or a flaming queen like gheyrooster!"""
0,20120610074001Z,"""i just remembered the two countries called sodom and gomorrah, and i will like you to also remember it even now, bcos that same god never change!"""
0,20120620163649Z,"""co je to za stupidn ot ! to nen nic lep, praktick, aktu,kritick,moralizuj atd. bernard z moravy"""
0,,"""definition of wrestling stupidity.take the most gifted and technically sound female wrestler you have and make a joke of her in a backstage skit about farting. am i the only person that thinks it is time for a mass firing in the creative team much like wwe does with their talent that aren't performing to expectations? if it happened 3 times a year with the staff like it does with the talent you can pretty much guarantee these guys would get their heads out of their ass and put better material on tv than this."""
0,20120611200435Z,"""oh sally, take you are medicine"""
1,20120609231442Z,"""fuck off, fucking pathetic bitch, too much to say for yourself.google it."""
0,,"""i'm directing this comment only to the my fellow chelsea supporters. i for once agree with avb. i think he should be strict with these big name players. if you are manager of this team you need to be strict. avram grant was too soft. scolari too soft. ancelotti in his 2nd year too soft. are they still our manager. no. by time we have a manager that does things his own way and not play to their tune. at least he can (if he is sacked) say he did things his way, unlike the other scared managers afraid to touch drogba, anelka, lampard and terry. too long have these ""big personality"" players rule chelsea. remember in the 3rd season of jose is reign when we lost the league to untd, early that season drogba wanted to leave as he was sulking most of the champions previous 2 years and after jose left, he sulked even more causing lot of negativity in the camp. oh and remember the champs final the sent off and anelka is missed penalty? then the next year scolari became manager he sulked even more and caused again negativity in the team. my point is when he doesn't sulk we win things. players like drogba, malouda, anelka, lampard and terry get paid lots of money per week to be professional and to give their best. clearly and their should be no arguaments from chelsea supporters when i say none of these players this year are performing well enough to be in 1st team yet they are demanding first team action. malouda is a waiste of time, money and a place in the team. if this was sir alex instead of avb then man untd fans would have supported him, i'm asking, can we not do the same with avb. i'm a big fan of jose, but i think avb is perfect for chelsea as soon as the older players leave in the summer we will see the true chelsea.. we are set to buy willian, hazard, christensen and neymar. players such as paizon coming through next season. imagine the following squad for next season. torres - sturridge- neymar mata - essien- romeu - ramirez - paizon -meireles - hazard willian cole- cahill-terry-luiz-ivanovic cech come on i know you are smiling as a chelsea fan and i know you are worried as a non chelsea fan. go avb!"""
0,20120502140507Z,"""get gungnir and growlanser: wayfarer of time and you will be touching you are psp all summer."""
0,,"""-PRON- the fact that he was picked in the 7th round should have no bearing on the decision. he was stuck behind jamarcus russell for three years and his stock drop was strange to say the least. irrelevant through, you have to look at the fact that he worked with one of the game is best qbs and best qb coaches for 4 years. not to mention that philbin knows how to make him succeed."""
0,20120609164437Z,"""other than the old ussr, is there really a more secretive government that that of the u. s.?"""
0,20120619210722Z,"""-PRON- because apple employees (me) are told to say os ten.not os x like you are trying to elude to. in fact, os ""ex"" is frowned upon in dialog. bitch harder about things you actually know about. oh and you are wrong about the star wars thing too."""
0,20120618200142Z,"""jesus christ, powell [caleb/colin], he [dylan grey] be a fucking bartender for all we know."""
0,20120618192848Z,"""if romney gets a we will be in exactly the same spot, you have this fantasy that the politicians and parties run this country, the true power lies with the nsa and cia, the president is nothing but a figure head."""
0,20120528134526Z,"""thanks curtis, and you are welcome."""
0,20120529171903Z,"""can you show a photo of her being fat?"""
1,20120529044734Z,"""decapitate? helmet hit him in the ass.where ""your"" head is!"""
1,20120619124708Z,"""you`re a sad excuse for a human being."""
0,20120619145206Z,"""no. what is finally going to end this bullying bullshit is holding the parents financially responsible for the acts of their darling little miscreants. when they start laying&nbsp;whopping fines at the feet of the parents of the child doing the bullying, you would better believe they will be slamming the brakes on ""little johnny is"" extracurricular activities faster than he can say the word faggot."""
1,,"""you are pussy. stop hitting woman and fight me bitch ass nigga"""
0,20120619180853Z,"""thanks for you are service, man. you are looking very good. when is you are next leave? ;)"""
1,20120620003826Z,"""don't forget to add that she inspired a troll such as yourself to chime in. now go back under you are bridge and behave yourself."""
1,20120619062347Z,"""no one on the left wast is an all encompassing government, you idiot."""
0,,"""you have suck a knack for the spoken word!"""
0,,"""what about a taxpayers bonus?"""
1,20120528204123Z,"""bitch you digraced the whole nation.. now wait for the whole pakistan to bombard you with their precious comments! fucking fraud!"""
1,20120503011159Z,"""they can buy and they can apply for residency just like any other person. so shut up you ignorant fool."""
0,20120610060111Z,"""have you had this yourself?"""
1,20120320215957Z,"""yea because i waste my time lunacy. sorry dikhead we all know you and what you post. unlike you we do not suffer from add"""
0,20120527192245Z,"""the miami heat are 2012 nba champions."""
0,20120610213513Z,"""i refuse to comment on a nigger hairline who is worth 9 figures might be 10 b4 its over with can fuck yo bitch and make yo watch with that kind of money that nigger can grow a s curl and still do what he wants with that kind of money"""
0,20120620051745Z,"""have you told you are dem friends that you are upset they chose a mormon to lead the senate for them?"""
0,20120529233657Z,"""you are team has the nastiest trash talker ""kg"" in the nba and now he is crying because lebron said, yea, yea after he fouled him. lmao -PRON--o-f-t"""
0,,"""i personally like :d"""
